"Direct_X","Architecture","Manufacturer","Memory_Type","Open_GL","Shader","Memory_Bus","Name","Resolution_WxH","Core_Speed","L2_Cache","Max_Power","Memory","Memory_Bandwidth","Memory_Speed","TMUs","Texture_Rate","Dedicated","Notebook_GPU","SLI_Crossfire"
"12.0","GCN 1.3 Polaris 20 XTX ","AMD","GDDR5","4.5","5","128 ","Radeon RX 580 PowerColor Red Dragon 8GB","4096x2160",1365.75701973329,1791.61403759205,150,8192,256,2000,72,194,TRUE,FALSE,TRUE
"12.0","GCN 1.3 Polaris 20 XTX ","AMD","GDDR5","4.5","5","128 ","Radeon RX 580 PowerColor Red Devil Golden Sample 8GB","4096x2160",1370.86767946552,1806.73470339625,150,8192,256,2000,72,205,TRUE,FALSE,TRUE
"12.0","GCN 1.3 Polaris 20 XTX ","AMD","GDDR5","4.5","5","128 ","Radeon RX 580 MSI Gaming X+ 8GB","4096x2160",1372.26149575612,1810.85852134286,150,8192,256,2000,72,208,TRUE,FALSE,TRUE
"12.0","GCN 1.3 Polaris 20 XTX ","AMD","GDDR5","4.5","5","128 ","Radeon RX 580 Sapphire Nitro+ 8GB","4096x2160",1369.93846860511,1803.98549143185,150,8192,256,2000,72,203,TRUE,FALSE,TRUE
"12.0","GCN 1.3 Polaris 20 XTX ","AMD","GDDR5","4.5","5","128 ","Radeon RX 580 MSI Gaming X 4GB","4096x2160",1180.67353288964,1396.5675549837,150,4096,224,1750,72,201,TRUE,FALSE,TRUE
"12.0","GCN 1.3 Polaris 20 XTX ","AMD","GDDR5","4.5","5","128 ","Radeon RX 580 MSI Gaming X 8GB","4096x2160",1369.00925774471,1801.23627946745,150,8192,256,2000,72,201,TRUE,FALSE,TRUE
"12.0","GCN 1.3 Polaris 20 XTX ","AMD","GDDR5","4.5","5","128 ","Radeon RX 580 PowerColor Red Devil 8GB","4096x2160",1368.0800468843,1798.48706750305,150,8192,256,2000,72,199,TRUE,FALSE,TRUE
"12.0","GCN 1.3 Polaris 20 XTX ","AMD","GDDR5","4.5","5","128 ","Radeon RX 580 MSI Armor OC 4GB","4096x2160",1178.81511116883,1391.0691310549,150,4096,224,1750,72,197,TRUE,FALSE,TRUE
"12.0","GCN 1.3 Polaris 20 XTX ","AMD","GDDR5","4.5","5","128 ","Radeon RX 580 MSI Armor OC 8GB","4096x2160",1367.1508360239,1795.73785553865,150,8192,256,2000,72,197,TRUE,FALSE,TRUE
"12.0","GCN 1.3 Polaris 20 XTX ","AMD","GDDR5","4.5","5","128 ","Radeon RX 580 MSI Armor 4GB","4096x2160",1176.95668944802,1385.5707071261,150,4096,224,1750,72,193,TRUE,FALSE,TRUE
"12.0","GCN 1.3 Polaris 20 XTX ","AMD","GDDR5","4.5","5","128 ","Radeon RX 580 HIS IceQ X2 Roaring Turbo 8GB","4096x2160",1371.33228489572,1808.10930937845,150,8192,256,2000,72,206,TRUE,FALSE,TRUE
"12.0","GCN 1.3 Polaris 20 XTX ","AMD","GDDR5","4.5","5","128 ","Radeon RX 580 MSI Armor 8GB","4096x2160",1365.29241430309,1790.23943160984,150,8192,256,2000,72,193,TRUE,FALSE,TRUE
"12.0","GCN 1.3 Polaris 20 XTX ","AMD","GDDR5","4.5","5","128 ","Radeon RX 580 Gigabyte Gaming 8GB","4096x2160",1366.22162516349,1792.98864357425,150,8192,256,2000,72,195,TRUE,FALSE,TRUE
"12.0","GCN 1.3 Polaris 20 XTX ","AMD","GDDR5","4.5","5","128 ","Radeon RX 580 HIS IceQ X2 Turbo 8GB","4096x2160",1369.47386317491,1802.61088544965,150,8192,256,2000,72,202,TRUE,FALSE,TRUE
"12.0","GCN 1.3 Polaris 20 XTX ","AMD","GDDR5","4.5","5","128 ","Radeon RX 580 HIS IceQ X2 OC 4GB","4096x2160",1178.81511116883,1391.0691310549,150,4096,224,1750,72,197,TRUE,FALSE,TRUE
"12.0","GCN 1.3 Polaris 20 XTX ","AMD","GDDR5","4.5","5","128 ","Radeon RX 580 Gigabyte Gaming 4GB","4096x2160",1177.88590030843,1388.3199190905,150,4096,224,1750,72,195,TRUE,FALSE,TRUE
"12.0","GCN 1.3 Polaris 20 XTX ","AMD","GDDR5","4.5","5","128 ","Radeon RX 580 Gigabyte Aorus XTR 8GB","4096x2160",1371.79689032592,1809.48391536066,150,8192,256,2000,72,207,TRUE,FALSE,TRUE
"12.0","GCN 1.3 Polaris 20 XTX ","AMD","GDDR5","4.5","5","128 ","Radeon RX 580 HIS IceQ X2 OC 8GB","4096x2160",1367.1508360239,1795.73785553865,150,8192,256,2000,72,197,TRUE,FALSE,TRUE
"12.0","GCN 1.3 Polaris 20 XTX ","AMD","GDDR5","4.5","5","128 ","Radeon RX 580 Gigabyte Aorus 4GB","4096x2160",1179.74432202924,1393.8183430193,150,4096,224,1750,72,199,TRUE,FALSE,TRUE
"12.0","GCN 1.3 Polaris 20 XTX ","AMD","GDDR5","4.5","5","128 ","Radeon RX 580 Asus ROG Strix Gaming OC 8GB","4096x2160",1368.0800468843,1798.48706750305,150,8192,256,2000,72,199,TRUE,FALSE,TRUE
"12.0","GCN 1.3 Polaris 20 XTX ","AMD","GDDR5","4.5","5","128 ","Radeon RX 580 Asus Dual 8GB","4096x2160",1365.29241430309,1790.23943160984,150,8192,256,2000,72,193,TRUE,FALSE,TRUE
"12.0","GCN 1.3 Polaris 20 XTX ","AMD","GDDR5","4.5","5","128 ","Radeon RX 580 Asus ROG Strix Gaming 8GB","4096x2160",1366.6862305937,1794.36324955645,150,8192,256,2000,72,196,TRUE,FALSE,TRUE
"12.0","GCN 1.3 Polaris 20 XTX ","AMD","GDDR5","4.5","5","128 ","Radeon RX 580 Gigabyte Aorus 8GB","4096x2160",1368.0800468843,1798.48706750305,150,8192,256,2000,72,199,TRUE,FALSE,TRUE
"12.0","GCN 1.3 Polaris 20 XTX ","AMD","GDDR5","4.5","5","128 ","Radeon RX 580 Asus ROG Strix TOP 8GB","4096x2160",1371.33228489572,1808.10930937845,150,8192,256,2000,72,206,TRUE,FALSE,TRUE
"12.0","GCN 1.3 Polaris 20 XTX ","AMD","GDDR5","4.5","5","128 ","Radeon RX 580 4GB","4096x2160",1176.95668944802,1385.5707071261,150,4096,224,1750,72,193,TRUE,FALSE,TRUE
"12.0","GCN 1.3 Polaris 20 XL ","AMD","GDDR5","4.5","5","128 ","Radeon RX 570 Sapphire Nitro+ 8GB","4096x2160",1239.02639785744,1562.89519532978,195,8192,224,1750,64,172,TRUE,FALSE,TRUE
"12.0","GCN 1.3 Polaris 20 XL ","AMD","GDDR5","4.5","5","128 ","Radeon RX 570 Sapphire Nitro+ 4GB","4096x2160",1141.16485905191,1333.90360202171,195,4096,224,1750,64,172,TRUE,FALSE,TRUE
"12.0","GCN 1.3 Polaris 20 XL ","AMD","GDDR5","4.5","5","128 ","Radeon RX 570 Sapphire Pulse 4GB","4096x2160",1176.35227754013,1340.01065641067,120,4096,224,1750,64,164,TRUE,FALSE,TRUE
"12.0","GCN 1.3 Polaris 20 XTX ","AMD","GDDR5","4.5","5","128 ","Radeon RX 580 8GB","4096x2160",1365.29241430309,1790.23943160984,150,8192,256,2000,72,193,TRUE,FALSE,TRUE
"12.0","GCN 1.3 Polaris 20 XL ","AMD","GDDR5","4.5","5","128 ","Radeon RX 570 MSI Gaming X 4GB","4096x2160",1177.28148840053,1342.75986837508,120,4096,224,1750,64,166,TRUE,FALSE,TRUE
"12.0","GCN 1.3 Polaris 20 XL ","AMD","GDDR5","4.5","5","128 ","Radeon RX 570 MSI Gaming X 8GB","4096x2160",1275.14302720606,1571.75146168314,120,8192,224,1750,64,166,TRUE,FALSE,TRUE
"12.0","GCN 1.3 Polaris 20 XL ","AMD","GDDR5","4.5","5","128 ","Radeon RX 570 PowerColor Red Dragon 4GB","4096x2160",1174.49385581932,1334.51223248187,120,4096,224,1750,64,160,TRUE,FALSE,TRUE
"12.0","GCN 1.3 Polaris 20 XL ","AMD","GDDR5","4.5","5","128 ","Radeon RX 570 PowerColor Red Devil 4GB","4096x2160",1178.67530469114,1346.88368632168,120,4096,224,1750,64,169,TRUE,FALSE,TRUE
"12.0","GCN 1.3 Polaris 20 XL ","AMD","GDDR5","4.5","5","128 ","Radeon RX 570 Sapphire Pulse ITX 4GB","4096x2160",1174.02925038911,1333.13762649967,120,4096,224,1750,64,159,TRUE,FALSE,TRUE
"12.0","GCN 1.3 Polaris 20 XL ","AMD","GDDR5","4.5","5","128 ","Radeon RX 570 MSI Gaming 4GB","4096x2160",1174.95846124952,1335.88683846407,120,4096,224,1750,64,161,TRUE,FALSE,TRUE
"12.0","GCN 1.3 Polaris 20 XL ","AMD","GDDR5","4.5","5","128 ","Radeon RX 570 MSI Gaming 8GB","4096x2160",1272.82000005504,1564.87843177214,120,8192,224,1750,64,161,TRUE,FALSE,TRUE
"12.0","GCN 1.3 Polaris 20 XL ","AMD","GDDR5","4.5","5","128 ","Radeon RX 570 MSI Armor OC 8GB","4096x2160",1273.28460548525,1566.25303775434,120,8192,224,1750,64,162,TRUE,FALSE,TRUE
"12.0","GCN 1.3 Polaris 20 XL ","AMD","GDDR5","4.5","5","128 ","Radeon RX 570 MSI Armor OC 4GB","4096x2160",1175.42306667972,1337.26144444627,120,4096,224,1750,64,162,TRUE,FALSE,TRUE
"12.0","GCN 1.3 Polaris 20 XL ","AMD","GDDR5","4.5","5","128 ","Radeon RX 570 MSI Armor 8GB","4096x2160",1271.89078919464,1562.12921980773,120,8192,224,1750,64,159,TRUE,FALSE,TRUE
"12.0","GCN 1.3 Polaris 20 XL ","AMD","GDDR5","4.5","5","128 ","Radeon RX 570 HIS IceQ X2 OC 4GB","4096x2160",1175.42306667972,1337.26144444627,120,4096,224,1750,64,162,TRUE,FALSE,TRUE
"12.0","GCN 1.3 Polaris 20 XL ","AMD","GDDR5","4.5","5","128 ","Radeon RX 570 Dataland X-Serial 4GB","4096x2160",1178.67530469114,1346.88368632168,120,4096,224,1750,64,169,TRUE,FALSE,TRUE
"12.0","GCN 1.3 Polaris 20 XL ","AMD","GDDR5","4.5","5","128 ","Radeon RX 570 Gigabyte Aorus 4GB","7680x4320",1177.28148840053,1342.75986837508,120,4096,224,1750,64,166,TRUE,FALSE,TRUE
"12.0","GCN 1.3 Polaris 20 XL ","AMD","GDDR5","4.5","5","128 ","Radeon RX 570 MSI Armor 4GB","4096x2160",1174.02925038911,1333.13762649967,120,4096,224,1750,64,159,TRUE,FALSE,TRUE
"12.0","GCN 1.3 Polaris 20 XL ","AMD","GDDR5","4.5","5","128 ","Radeon RX 570 Gigabyte Gaming 4GB","4096x2160",1174.95846124952,1335.88683846407,120,4096,224,1750,64,161,TRUE,FALSE,TRUE
"12.0","GCN 1.3 Polaris 20 XL ","AMD","GDDR5","4.5","5","128 ","Radeon RX 570 Asus ROG Strix Gaming OC 4GB","4096x2160",1178.21069926093,1345.50908033948,120,4096,224,1750,64,168,TRUE,FALSE,TRUE
"12.0","GCN 1.3 Polaris 20 XL ","AMD","GDDR5","4.5","5","128 ","Radeon RX 570 Asus ROG Strix Gaming 4GB","4096x2160",1174.95846124952,1335.88683846407,120,4096,224,1750,64,161,TRUE,FALSE,TRUE
"12.0","GCN 1.3 Polaris 20 XL ","AMD","GDDR5","4.5","5","128 ","Radeon RX 570 Asus Expedition OC 4GB","4096x2160",1175.42306667972,1337.26144444627,120,4096,224,1750,64,162,TRUE,FALSE,TRUE
"12.0","GCN 1.3 Polaris 20 XL ","AMD","GDDR5","4.5","5","128 ","Radeon RX 570 8GB","4096x2160",1271.89078919464,1562.12921980773,120,8192,224,1750,64,159,TRUE,FALSE,TRUE
"12.0","GCN 1.3 Polaris 20 XL ","AMD","GDDR5","4.5","5","128 ","Radeon RX 570 4GB","4096x2160",1174.02925038911,1333.13762649967,120,4096,224,1750,64,159,TRUE,FALSE,TRUE
"12.0","GCN 1.3 Polaris 20 XL ","AMD","GDDR5","4.5","5","128 ","Radeon RX 570 Asus Expedition 4GB","4096x2160",1174.02925038911,1333.13762649967,120,4096,224,1750,64,159,TRUE,FALSE,TRUE
"12.0","GCN 1.3 Baffin XT ","AMD","GDDR5","4.5",NA,"128 ","Radeon RX 560 Yeston Gaea 4GB","5120x2880",1175,1024,80,4096,112,1750,64,82,TRUE,FALSE,FALSE
"12.0","GCN 1.3 Baffin XT ","AMD","GDDR5","4.5",NA,"128 ","Radeon RX 560 XFX Single Fan OC 4GB","5120x2880",1175,1024,80,4096,112,1750,64,83,TRUE,FALSE,FALSE
"12.0","Polaris 10 ","AMD",NA,NA,NA,NA,"Radeon RX 560D 2GB","7680x4320",984.445200462502,0,75,2048,93.4206621358242,1750,56,67,TRUE,FALSE,FALSE
"12.0","GCN 1.3 Baffin XT ","AMD","GDDR5","4.5",NA,"128 ","Radeon RX 560 XFX Double Dissipation OC 2GB","5120x2880",1175,1024,80,2048,112,1750,64,83,TRUE,FALSE,FALSE
"12.0","GCN 1.3 Baffin XT ","AMD","GDDR5","4.5",NA,"128 ","Radeon RX 560 XFX Single Fan OC 2GB","5120x2880",1175,1024,80,2048,112,1750,64,83,TRUE,FALSE,FALSE
"12.0","GCN 1.3 Baffin XT ","AMD","GDDR5","4.5",NA,"128 ","Radeon RX 560 XFX Double Dissipation OC 4GB","5120x2880",1175,1024,80,4096,112,1750,64,83,TRUE,FALSE,FALSE
"12.0","GCN 1.3 Baffin XT ","AMD","GDDR5","4.5",NA,"128 ","Radeon RX 560 VisionTek Overclocked 2GB","5120x2880",1175,1024,80,2048,112,1750,64,83,TRUE,FALSE,FALSE
"12.0","GCN 1.3 Baffin XT ","AMD","GDDR5","4.5",NA,"128 ","Radeon RX 560 Sapphire Pulse OC 2GB","5120x2880",1175,1024,80,2048,112,1750,64,82,TRUE,FALSE,FALSE
"12.0","GCN 1.3 Baffin XT ","AMD","GDDR5","4.5",NA,"128 ","Radeon RX 560 XFX Slim Single Slot 2GB","5120x2880",1175,1024,80,2048,112,1750,64,83,TRUE,FALSE,FALSE
"12.0","GCN 1.3 Baffin XT ","AMD","GDDR5","4.5",NA,"128 ","Radeon RX 560 Sapphire Pulse OC 4GB","5120x2880",1175,1024,80,4096,112,1750,64,83,TRUE,FALSE,FALSE
"12.0","GCN 1.3 Baffin XT ","AMD","GDDR5","4.5",NA,"128 ","Radeon RX 560 Sapphire Pulse 4GB","5120x2880",1175,1024,45,4096,112,1750,64,78,TRUE,FALSE,FALSE
"12.0","GCN 1.3 Baffin XT ","AMD","GDDR5","4.5",NA,"128 ","Radeon RX 560 PowerColor Red Dragon OC 4GB","5120x2880",1175,1024,80,4096,112,1750,64,82,TRUE,FALSE,FALSE
"12.0","GCN 1.3 Baffin XT ","AMD","GDDR5","4.5",NA,"128 ","Radeon RX 560 PowerColor Red Dragon OC 2GB","5120x2880",1180,1024,80,2048,112,1750,64,82,TRUE,FALSE,FALSE
"12.0","GCN 1.3 Baffin XT ","AMD","GDDR5","4.5",NA,"128 ","Radeon RX 560 Sapphire Pulse Mining 4GB","5120x2880",1175,1024,80,4096,112,1750,64,78,TRUE,FALSE,FALSE
"12.0","GCN 1.3 Baffin XT ","AMD","GDDR5","4.5",NA,"128 ","Radeon RX 560 Kuroutoshikou 4GB","5120x2880",1180,1024,80,4096,112,1750,64,82,TRUE,FALSE,FALSE
"12.0","GCN 1.3 Baffin XT ","AMD","GDDR5","4.5",NA,"128 ","Radeon RX 560 PowerColor Red Dragon OC V3 2GB","5120x2880",1180,1024,80,2048,112,1750,64,82,TRUE,FALSE,FALSE
"12.0","GCN 1.3 Baffin XT ","AMD","GDDR5","4.5",NA,"128 ","Radeon RX 560 HIS iCooler OC 2GB","5120x2880",1175,1024,80,2048,112,1750,64,83,TRUE,FALSE,FALSE
"12.0","GCN 1.3 Baffin XT ","AMD","GDDR5","4.5",NA,"128 ","Radeon RX 560 HIS Green iCooler OC 2GB","5120x2880",1175,1024,80,2048,112,1750,64,77,TRUE,FALSE,FALSE
"12.0","GCN 1.3 Baffin XT ","AMD","GDDR5","4.5",NA,"128 ","Radeon RX 560 PowerColor Red Dragon V3 4GB","5120x2880",1180,1024,80,4096,112,1750,64,82,TRUE,FALSE,FALSE
"12.0","GCN 1.3 Baffin XT ","AMD","GDDR5","4.5",NA,"128 ","Radeon RX 560 HIS Green iCooler OC 4GB","5120x2880",1175,1024,80,4096,112,1750,64,77,TRUE,FALSE,FALSE
"12.0","GCN 1.3 Baffin XT ","AMD","GDDR5","4.5",NA,"128 ","Radeon RX 560 MSI Aero ITX OC 2GB","5120x2880",1175,1024,80,2048,112,1750,64,84,TRUE,FALSE,FALSE
"12.0","GCN 1.3 Baffin XT ","AMD","GDDR5","4.5",NA,"128 ","Radeon RX 560 Dataland X-Serial War 4GB","5120x2880",1180,1024,75,4096,112,1750,64,82,TRUE,FALSE,FALSE
"12.0","GCN 1.3 Baffin XT ","AMD","GDDR5","4.5",NA,"128 ","Radeon RX 560 Gigabyte Gaming OC 4GB","5120x2880",1175,1024,80,4096,112,1750,64,82,TRUE,FALSE,FALSE
"12.0","GCN 1.3 Baffin XT ","AMD","GDDR5","4.5",NA,"128 ","Radeon RX 560 MSI Aero ITX OC 4GB","5120x2880",1175,1024,80,4096,112,1750,64,84,TRUE,FALSE,FALSE
"12.0","GCN 1.3 Baffin XT ","AMD","GDDR5","4.5",NA,"128 ","Radeon RX 560 Gigabyte Gaming OC 2GB","5120x2880",1175,1024,80,2048,112,1750,64,82,TRUE,FALSE,FALSE
"12.0","GCN 1.3 Baffin XT ","AMD","GDDR5","4.5",NA,"128 ","Radeon RX 560 Dataland X-Serial God of War 4GB","5120x2880",1175,1024,75,4096,112,1750,64,84,TRUE,FALSE,FALSE
"12.0","GCN 1.3 Baffin XT ","AMD","GDDR5","4.5",NA,"128 ","Radeon RX 560 Asus ROG Strix Gaming 4GB","5120x2880",1175,1024,75,4096,112,1750,64,82,TRUE,FALSE,FALSE
"12.0","GCN 1.3 Baffin XT ","AMD","GDDR5","4.5",NA,"128 ","Radeon RX 560 Dataland X-Serial War 2GB","5120x2880",1180,1024,80,2048,112,1750,64,82,TRUE,FALSE,FALSE
"12.0","GCN 1.3 Baffin XT ","AMD","GDDR5","4.5",NA,"128 ","Radeon RX 560 Asus ROG Strix Gaming OC 4GB","5120x2880",1175,1024,75,4096,112,1750,64,82,TRUE,FALSE,FALSE
"12.0","GCN 1.3 Baffin XT ","AMD","GDDR5","4.5",NA,"128 ","Radeon RX 560 Dataland X-Serial God of War 2GB","5120x2880",1175,1024,80,2048,112,1750,64,84,TRUE,FALSE,FALSE
"12.0","GCN 1.3 Baffin XT ","AMD","GDDR5","4.5",NA,"128 ","Radeon RX 560 Asus Dual Fan OC 4GB","5120x2880",1175,1024,75,4096,112,1750,64,82,TRUE,FALSE,FALSE
"12.0","GCN 1.3 Baffin XT ","AMD","GDDR5","4.5",NA,"128 ","Radeon RX 560 Asus Dual Fan 4GB","5120x2880",1175,1024,75,4096,112,1750,64,82,TRUE,FALSE,FALSE
"12.0","GCN 1.3 Baffin XT ","AMD","GDDR5","4.5",NA,"128 ","Radeon RX 560 4GB","5120x2880",1175,1024,80,4096,112,1750,64,82,TRUE,FALSE,FALSE
"12.0","GCN 1.3 Baffin XT ","AMD","GDDR5","4.5",NA,"128 ","Radeon RX 560 2GB","5120x2880",1175,1024,80,2048,112,1750,64,82,TRUE,FALSE,FALSE
"12.0","GCN 1.3 Baffin XT ","AMD","GDDR5","4.5",NA,"128 ","Radeon RX 560 Asus Dual Fan OC 2GB","5120x2880",1175,1024,75,2048,112,1750,64,82,TRUE,FALSE,FALSE
"12.0","GCN 1.3 Baffin XT ","AMD","GDDR5","4.5",NA,"128 ","Radeon RX 560 Asus Dual Fan 2GB","5120x2880",1175,1024,75,2048,112,1750,64,82,TRUE,FALSE,FALSE
"12.0","GCN 1.3 Baffin XT ","AMD",NA,"4.5",NA,NA,"Radeon RX 550 4GB [not released]","5120x2880",1090,1024,75,4096,126.033938884214,1750,56,67,TRUE,FALSE,FALSE
"12.0","GCN 1.3 Baffin XT ","AMD",NA,"4.5",NA,NA,"Radeon RX 550 2GB [not released]","5120x2880",1090,1024,75,2048,109.037532816664,1750,56,67,TRUE,FALSE,FALSE
"9.0","RS482 ","AMD","DDR","2","3","64 ","Radeon Xpress 1150","2048x1536",400,0,66.3862898179677,-465.35133153967,3.2,400,2,1,FALSE,FALSE,FALSE
"9.0c","RV570 ","AMD","GDDR3","2","3","256 ","Radeon X1950 Pro","2560x1600",634.14111770105,0,66,512,44.2,690,24.8883740867937,2.64289608349544,TRUE,FALSE,TRUE
"9.0","R580+ ","AMD","GDDR4","2","3","256 ","Radeon X1950 XTX",NA,703.96039299624,0,125,512,64,1000,39.0123478934436,29.2261708357659,TRUE,FALSE,TRUE
"9.0c","R580+ ","AMD","GDDR3","2","3","256 ","Radeon X1950 XT",NA,685.360555196739,0,96,512,57.6,900,32.9026162368886,18.2645025243461,TRUE,FALSE,TRUE
"9",NA,"AMD","DDR2","2","3","128 ","Radeon Xpress 1100 128mb","2048x1536",669.612393547226,0,56.4063848898105,128,24.2561683836714,826.848614519758,21.0221409218228,-2.10434554777163,TRUE,FALSE,FALSE
"9.0c","R580 ","AMD","GDDR3","2","3","256 ","Radeon X1900 XTX",NA,632.493293473052,0,135,512,49.6,775,36.9837190055056,22.5607552409295,TRUE,FALSE,TRUE
"9.0c","RV570 ","AMD","GDDR3","2","3","256 ","Radeon X1950 GT",NA,605.410722803888,0,57,256,38.4,600,21.0732844958777,-4.99509025902663,TRUE,FALSE,TRUE
"9.0c","RV570 - R580+ ","AMD","GDDR3","2","3","256 ","Radeon X1950 Series","2560x1600",721.138690896392,0,67.9948997204416,256,64,1000,29.1603912418409,13.7364734994637,TRUE,FALSE,TRUE
"9.0c","R580 ","AMD","GDDR3","2","3","256 ","Radeon X1900 XT",NA,626.00380397085,0,100,256,46.4,725,29.7615893262438,10.3214639968864,TRUE,FALSE,TRUE
"9.0c","R580 ","AMD","GDDR3","2","3","256 ","Radeon X1900 Series","2560x1600",721.138690896392,0,67.9948997204416,256,64,1000,29.1603912418409,13.7364734994637,TRUE,FALSE,TRUE
"9.0c","R580 ","AMD","GDDR3","2","3","256 ","Radeon X1900 GT Rev. 2",NA,616.332395215731,0,75,256,42.2,660,24.8282503729445,1.71820175900709,TRUE,FALSE,TRUE
"9.0c","R520 ","AMD","GDDR5","2","3","256 ","Radeon X1800 XL",NA,571.942388916876,0,70,256,64,500,24.9502264135899,-0.137324495912026,TRUE,FALSE,TRUE
"9","RV530 ","AMD","GDDR3","2","3","128 ","Radeon X1650 SE","2048x1536",675.270661184469,0,42,512,25.6,800,20.1427762739839,-3.29576012031728,TRUE,FALSE,TRUE
"9.0c","R520 ","AMD","GDDR3","2","3","256 ","Radeon X1800 Series 256MB","2560x1600",629.630118084308,0,71.7220436947981,256,44.8,700,24.9596251161717,2.55162515410055,TRUE,FALSE,TRUE
"9.0c","R520 ","AMD","GDDR3","2","3","256 ","Radeon X1800 XT",NA,618.641812015368,0,113,512,44.8,700,32.3624891423607,14.2797088641558,TRUE,FALSE,TRUE
"9.0c","R520 ","AMD","GDDR3","2","3","256 ","Radeon X1800 GTO",NA,577.439478649453,0,48,256,31.7,495,18.0005103183168,-11.37081004244,TRUE,FALSE,TRUE
"9.0c","R580 ","AMD","GDDR3","2","3","256 ","Radeon X1900 GT",NA,598.326146584119,0,75,256,38.4,600,23.8763251883374,-0.689839947990833,TRUE,FALSE,TRUE
"9.0c","RV535 ","AMD","GDDR3","2","3","128 ","Radeon X1650 PRO ",NA,639.377711218484,0,44,256,22.4,700,18.2302161657239,-8.12070101750598,TRUE,FALSE,TRUE
"9.0c","R520 ","AMD","GDDR3","2","3","256 ","Radeon X1800 GTO²",NA,582.697594391086,0,48,512,31.7,495,18.9754222695552,-9.515554697231,TRUE,FALSE,TRUE
"9.0c","RV560 ","AMD","GDDR3","2","3","128 ","Radeon X1650 XT ",NA,635.04824797307,0,55,256,22.4,700,19.9431854777826,-5.48971471631745,TRUE,FALSE,TRUE
"9.0c","RV560 ","AMD","GDDR3","2","3","128 ","Radeon X1650 GT",NA,537.533157859841,0,68.5751406450606,128,12.8,400,17.8224455139773,-13.5145324524739,TRUE,FALSE,TRUE
"9","RV516 XT ","AMD","DDR2","2","3","128 ","Radeon X1600","2048x1536",561.783838345655,0,27,512,12.8,400,12.8105205388655,-20.6756555034484,TRUE,FALSE,TRUE
"9.0c","RV530 ","AMD","GDDR3","2","3","128 ","Radeon X1600 XT ",NA,637.181159308731,0,42,256,22.1,690,17.7960113909174,-8.94025817668204,TRUE,FALSE,TRUE
"9.0","RV530 ","AMD","DDR2","2","3","64 ","Radeon X1650 PowerColor 256MB Edition","2560x1600",540.395435491727,0,67.137966230221,256,6.4,400,17.3968480608829,-14.0854207482361,TRUE,FALSE,TRUE
"9","RV530 ","AMD","GDDR3","2","3","128 ","Radeon X1600 Pro 512MB","2048x1536",553.289885351662,0,41,512,12.5,390,14.8679074906899,-17.6683234972593,TRUE,FALSE,TRUE
"9.0c","RV530 ","AMD","DDR2","2","3","128 ","Radeon X1300 XT ",NA,558.493660442847,0,22,256,12.8,400,11.056986173055,-23.726813712834,TRUE,FALSE,FALSE
"9.0","RV516 ","AMD","DDR","2","3","128 ","Radeon X1300 PRO",NA,554.618935981239,0,31,256,6.4,400,11.7692574609126,-22.7289585604062,TRUE,FALSE,FALSE
"9.0","RV410 ","AMD","DDR2","2","2","128 ","Radeon X1050 256MB",NA,546.193457574954,0,24,256,10.7,333,8,3,TRUE,FALSE,FALSE
"9.0b","RS690C ","AMD","DDR2","2","2","64 ","Radeon X1200 128mb","2048x1536",682.610906024783,0,66.7972924688296,603.823341039609,38.8172597026193,848.916078360534,26.2247626733513,7.09824236378444,FALSE,FALSE,FALSE
"9",NA,"AMD","DDR2","2","2","64 ","Radeon X1270","2048x1536",690.260463392173,0,14,51.5571805617096,-5.39962783612626,850.659918552349,11.1487456283472,-17.4686829752782,FALSE,FALSE,FALSE
"9.0","RV410 ","AMD","DDR","2","2","64 ","Radeon X1050 XT ",NA,495.132781995064,0,24,128,1.6,200,7.86584812378449,-31.9382511373861,TRUE,FALSE,FALSE
"9","RV515 LE ","AMD","DDR","2","3","64 ","Radeon X1300 LE ",NA,490.868832479825,0,69.2526449265697,64,2,250,15.1644003396521,-20.0709744174142,TRUE,FALSE,FALSE
"10","Eaglelake ","Intel","DDR3","2.1","4",NA,"Intel Q43 Express Chipset",NA,682.610906024783,0,66.7972924688296,603.823341039609,38.8172597026193,848.916078360534,26.2247626733513,7.09824236378444,FALSE,FALSE,FALSE
"9","RV515 ","AMD","DDR","2","3","128 ","Radeon X1300 256MB","2048x1536",493.788440253371,0,72.1182462569994,256,4,250,16.5572190966556,-17.6332708370526,TRUE,FALSE,FALSE
"9","RV370 ","AMD","DDR2","2","2","64 ","Radeon X1050","2560x1600",543.090024407127,0,24,128,5.3,333,4,2,TRUE,FALSE,FALSE
"10","Eaglelake ","Intel",NA,"2.1","4",NA,"Intel G45 Express Chipset",NA,688.804226361357,0,24,156.060561289848,2.96978068188358,850.317699583067,14.0022188154185,-12.8192319564537,FALSE,FALSE,FALSE
"10","Eaglelake ","Intel","DDR3","2.1","4",NA,"Intel G41 Express Chipset",NA,688.658602658276,0,25,166.510899362661,3.80672153368454,850.283477686139,14.2875661341256,-12.3542868545713,FALSE,FALSE,FALSE
"9.0c","Bearlake-B ","Intel","DDR3","1.5","3",NA,"Intel G33 Express Chipset","1600x900",689.532344876765,0,19,103.808870925779,-1.21492357712131,850.488809067708,12.5754822218829,-15.143957465866,FALSE,FALSE,FALSE
